MUNICIPIO,GEOCODIGO,UF,MICROREGIAO,MESOREGIAO,NOME_UF,Município (ANA),COD_ANA,RESERVATORIO,TIPO DE MANANCIAL,TIPO DE SISTEMA,NOME DO SISTEMA
SOUSA,2516201,PB,SOUSA,SERTÃO PARAIBANO,PARAÍBA,Sousa,12409,Açude São Gonçalo,Superficial,Integrado,Sistema Produtor Integrado São Gonçalo
SUMÉ,2516300,PB,CARIRI OCIDENTAL,BORBOREMA,PARAÍBA,Sumé,12134,Açude Cordeiro,Superficial,Integrado,Integrado Congo
SUMÉ,2516300,PB,CARIRI OCIDENTAL,BORBOREMA,PARAÍBA,Sumé,12447,Açude Sumé,Superficial,Isolado,Isolado Sumé
TAPEROÁ,2516508,PB,CARIRI OCIDENTAL,BORBOREMA,PARAÍBA,Taperoá,12451,Açude Manoel Marcionilo (Taperoá II),Superficial,Isolado,Taperoá
TAVARES,2516607,PB,SERRA DO TEIXEIRA,SERTÃO PARAIBANO,PARAÍBA,Tavares,12294,Açude Novo II,Superficial,Isolado,Tavares
TEIXEIRA,2516706,PB,SERRA DO TEIXEIRA,SERTÃO PARAIBANO,PARAÍBA,Teixeira,12408,Açude São Francisco,Superficial,Isolado,Teixeira
TEIXEIRA,2516706,PB,SERRA DO TEIXEIRA,SERTÃO PARAIBANO,PARAÍBA,Teixeira,12047,Barragem Bastiana,Superficial,Isolado,Teixeira
TEIXEIRA,2516706,PB,SERRA DO TEIXEIRA,SERTÃO PARAIBANO,PARAÍBA,Teixeira,12372,Riacho das Moças,Superficial,Isolado,Teixeira
TENÓRIO,2516755,PB,SERIDÓ ORIENTAL PARAIBANO,BORBOREMA,PARAÍBA,Tenório,,,,Isolado,Tenório - Sem sistema de abastecimento de água
TRIUNFO,2516805,PB,CAJAZEIRAS,SERTÃO PARAIBANO,PARAÍBA,Triunfo,12193,Açude Gamelas,Superficial,Isolado,Triunfo
UIRAÚNA,2516904,PB,CAJAZEIRAS,SERTÃO PARAIBANO,PARAÍBA,Uiraúna,12035,Açude Arrojado,Superficial,Isolado,Uiraúna
UMBUZEIRO,2517001,PB,UMBUZEIRO,AGRESTE PARAIBANO,PARAÍBA,Umbuzeiro,Não_monitorado,Riacho Orodongo,Superficial,Isolado,Umbuzeiro
VÁRZEA,2517100,PB,SERIDÓ OCIDENTAL PARAIBANO,BORBOREMA,PARAÍBA,Várzea,12143,Açude Coremas,Superficial,Integrado,Sistema Produtor Integrado Coremas- Sabugi
VÁRZEA,2517100,PB,SERIDÓ OCIDENTAL PARAIBANO,BORBOREMA,PARAÍBA,Várzea,12261,Mãe D'Água,Superficial,Integrado,Sistema Produtor Integrado Coremas- Sabugi
VÁRZEA,2517100,PB,SERIDÓ OCIDENTAL PARAIBANO,BORBOREMA,PARAÍBA,Várzea,12420,Açude São Mamede (Jatobá III),Superficial,Integrado,Sistema Produtor Integrado Coremas- Sabugi
VÁRZEA,2517100,PB,SERIDÓ OCIDENTAL PARAIBANO,BORBOREMA,PARAÍBA,Várzea,Não_monitorado,Açude Viados,Superficial,Integrado,Sistema Produtor Integrado Coremas- Sabugi
VÁRZEA,2517100,PB,SERIDÓ OCIDENTAL PARAIBANO,BORBOREMA,PARAÍBA,Várzea,12101,Barragem Capoeira,Superficial,Integrado,Sistema Produtor Integrado Coremas- Sabugi
VÁRZEA,2517100,PB,SERIDÓ OCIDENTAL PARAIBANO,BORBOREMA,PARAÍBA,Várzea,12165,Barragem Eng° Arcoverde,Superficial,Integrado,Sistema Produtor Integrado Coremas- Sabugi
VÁRZEA,2517100,PB,SERIDÓ OCIDENTAL PARAIBANO,BORBOREMA,PARAÍBA,Várzea,12179,Barragem Farinha,Superficial,Integrado,Sistema Produtor Integrado Coremas- Sabugi
VÁRZEA,2517100,PB,SERIDÓ OCIDENTAL PARAIBANO,BORBOREMA,PARAÍBA,Várzea,12226,Barragem Jatobá I,Superficial,Integrado,Sistema Produtor Integrado Coremas- Sabugi
VÁRZEA,2517100,PB,SERIDÓ OCIDENTAL PARAIBANO,BORBOREMA,PARAÍBA,Várzea,12396,Barragem Santa Luzia,Superficial,Integrado,Sistema Produtor Integrado Coremas- Sabugi
VIEIRÓPOLIS,2517209,PB,SOUSA,SERTÃO PARAIBANO,PARAÍBA,Vieirópolis,Não_monitorado,3 Poços Vierópolis,Subterrâneo,Isolado,Vieirópolis
VISTA SERRANA,2505501,PB,SOUSA,SERTÃO PARAIBANO,PARAÍBA,Vista Serrana,Não_monitorado,1 Poço (Rio Piranhas),Subterrâneo,Isolado,Vista Serrana
ZABELĘ,2517407,PB,CARIRI OCIDENTAL,BORBOREMA,PARAÍBA,Zabelê,Não_monitorado,2 Poços Zabelê,Subterrâneo,Isolado,Zabelê
ZABELĘ,2517407,PB,CARIRI OCIDENTAL,BORBOREMA,PARAÍBA,Zabelê,Não_monitorado,Açude dos Bodes,Superficial,Isolado,Zabelê
JOCA CLAUDINO,2513653,PB,CAJAZEIRAS,SERTÃO PARAIBANO,PARAÍBA,,,,,,
SÃO SEBASTIÃO DE LAGOA DE ROÇA,2515104,PB,ESPERANÇA,AGRESTE PARAIBANO,PARAÍBA,,,,,,
TACIMA,2516409,PB,CURIMATAÚ ORIENTAL,AGRESTE PARAIBANO,PARAÍBA,,,,,,
AFOGADOS DA INGAZEIRA,2600104,PE,PAJEÚ,SERTÃO PERNAMBUCANO,PERNAMBUCO,Afogados da Ingazeira,12074,Barragem Brotas,Superficial,Integrado,Integrado Afogados/Tabira
AFRÂNIO,2600203,PE,PETROLINA,SÃO FRANCISCO PERNAMBUCANO,PERNAMBUCO,Afrânio,Não_monitorado,Barragem Sobradinho (R3 da CODEVASF),Superficial,Integrado,Integrado Afrânio - Dormentes
AGRESTINA,2600302,PE,BREJO PERNAMBUCANO,AGRESTE PERNAMBUCANO,PERNAMBUCO,Agrestina,Não_monitorado,Açude Prata,Superficial,Integrado,Integrado Prata-Camevô - Agrestina
AGRESTINA,2600302,PE,BREJO PERNAMBUCANO,AGRESTE PERNAMBUCANO,PERNAMBUCO,Agrestina,Não_monitorado,Barragem Serra do Jardim,Superficial,Integrado,Integrado Prata-Camevô - Agrestina
AGRESTINA,2600302,PE,BREJO PERNAMBUCANO,AGRESTE PERNAMBUCANO,PERNAMBUCO,Agrestina,Não_monitorado,Rio Camevô,Superficial,Integrado,Integrado Prata-Camevô - Agrestina
ÁGUAS BELAS,2600500,PE,VALE DO IPANEMA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Águas Belas,Não_monitorado,Açude Comunati,Superficial,Isolado,Isolado Águas Belas
ÁGUAS BELAS,2600500,PE,VALE DO IPANEMA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Águas Belas,Não_monitorado,Barragem Lamarão,Superficial,Isolado,Isolado Águas Belas
ALAGOINHA,2600609,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Alagoinha,12212,Barragem Ipaneminha,Superficial,Integrado,Integrado Ipaneminha
ALTINHO,2600807,PE,BREJO PERNAMBUCANO,AGRESTE PERNAMBUCANO,PERNAMBUCO,Altinho,Não_monitorado,Barragem Maracujá,Superficial,Integrado,Integrado Ibirajuba - Altinho
ALTINHO,2600807,PE,BREJO PERNAMBUCANO,AGRESTE PERNAMBUCANO,PERNAMBUCO,Altinho,Não_monitorado,Barragem Monde,Superficial,Integrado,Integrado Ibirajuba - Altinho
ANGELIM,2601003,PE,GARANHUNS,AGRESTE PERNAMBUCANO,PERNAMBUCO,Angelim,Não_monitorado,Barragem Espinheiro,Superficial,Isolado,Isolado Angelim
ARARIPINA,2601102,PE,ARARIPINA,SERTÃO PERNAMBUCANO,PERNAMBUCO,Araripina,Não_monitorado,Rio São Francisco,Superficial,Integrado,Integrado do Oeste
ARCOVERDE,2601201,PE,SERTÃO DO MOXOTÓ,SERTÃO PERNAMBUCANO,PERNAMBUCO,Arcoverde,Não_monitorado,Açude Riacho do Pau,Superficial,Isolado,Isolado Arcoverde
ARCOVERDE,2601201,PE,SERTÃO DO MOXOTÓ,SERTÃO PERNAMBUCANO,PERNAMBUCO,Arcoverde,Não_monitorado,Poços Jatobá,Subterrâneo,Integrado,Integrado Jatobá
BELÉM DO SÃO FRANCISCO,2601607,PE,ITAPARICA,SÃO FRANCISCO PERNAMBUCANO,PERNAMBUCO,Belém de São Francisco,Não_monitorado,Rio São Francisco,Superficial,Isolado,Isolado Belém de São Francisco
BELO JARDIM,2601706,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Belo Jardim,12050,Açude Belo Jardim (Barragem Ipojuca),Superficial,Integrado,Integrado Bitury
BELO JARDIM,2601706,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Belo Jardim,12170,Açude Eng. S Guerra (Bitury),Superficial,Integrado,Integrado Bitury
BELO JARDIM,2601706,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Belo Jardim,12495,Barragem Taboquinhas (Riacho Tabocas),Superficial,Integrado,Integrado Bitury
BETÂNIA,2601805,PE,SERTÃO DO MOXOTÓ,SERTÃO PERNAMBUCANO,PERNAMBUCO,Betânia,Não_monitorado,Poço Amazonas Betânia,Subterrâneo,Isolado,Isolado Betânia
BEZERROS,2601904,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Bezerros,Não_monitorado,Açude Brejão,Superficial,Integrado,Integrado Bezerros - Gravatá
BEZERROS,2601904,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Bezerros,12243,Açude Jucazinho,Superficial,Integrado,Integrado Bezerros - Gravatá
BEZERROS,2601904,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Bezerros,Não_monitorado,Barragem Boa Vista (Sairé),Superficial,Integrado,Integrado Bezerros - Gravatá
BEZERROS,2601904,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Bezerros,Não_monitorado,Rio Sirinhaém,Superficial,Integrado,Integrado Bezerros - Gravatá
BODOCÓ,2602001,PE,ARARIPINA,SERTÃO PERNAMBUCANO,PERNAMBUCO,Bodocó,12256,Açude Lopes II,Superficial,Isolado,Isolado Bodocó
BODOCÓ,2602001,PE,ARARIPINA,SERTÃO PERNAMBUCANO,PERNAMBUCO,Bodocó,Não_monitorado,Rio São Francisco,Superficial,Integrado,Integrado do Oeste/Luiz Gonzaga
BODOCÓ,2602001,PE,ARARIPINA,SERTÃO PERNAMBUCANO,PERNAMBUCO,Bodocó,Não_monitorado,Rio São Francisco,Superficial,Isolado,Isolado Bodocó
BOM CONSELHO,2602100,PE,GARANHUNS,AGRESTE PERNAMBUCANO,PERNAMBUCO,Bom Conselho,Não_monitorado,Açude Bolandim,Superficial,Isolado,Isolado Bom Conselho
BOM CONSELHO,2602100,PE,GARANHUNS,AGRESTE PERNAMBUCANO,PERNAMBUCO,Bom Conselho,Não_monitorado,Açude Caboge,Superficial,Isolado,Isolado Bom Conselho
BOM CONSELHO,2602100,PE,GARANHUNS,AGRESTE PERNAMBUCANO,PERNAMBUCO,Bom Conselho,Não_monitorado,Açude Caixa d'Água,Superficial,Isolado,Isolado Bom Conselho
BOM CONSELHO,2602100,PE,GARANHUNS,AGRESTE PERNAMBUCANO,PERNAMBUCO,Bom Conselho,Não_monitorado,Açudes Mata Verde,Superficial,Isolado,Isolado Bom Conselho
BOM CONSELHO,2602100,PE,GARANHUNS,AGRESTE PERNAMBUCANO,PERNAMBUCO,Bom Conselho,Não_monitorado,Barragens Baixa Grande,Superficial,Isolado,Isolado Bom Conselho
BOM JARDIM,2602209,PE,MÉDIO CAPIBARIBE,AGRESTE PERNAMBUCANO,PERNAMBUCO,Bom Jardim,12305,Açude Palmeirinha (Pedra Fina),Superficial,Integrado,Integrado Palmeirinha
BREJÃO,2602407,PE,GARANHUNS,AGRESTE PERNAMBUCANO,PERNAMBUCO,Brejão,Não_monitorado,Barragem Tatuaçú,Superficial,Isolado,Isolado Brejão
BREJÃO,2602407,PE,GARANHUNS,AGRESTE PERNAMBUCANO,PERNAMBUCO,Brejão,Não_monitorado,Poços Brejão,Subterrâneo,Isolado,Isolado Brejão
BREJINHO,2602506,PE,PAJEÚ,SERTÃO PERNAMBUCANO,PERNAMBUCO,Brejinho,12432,Barragem Serraria,Superficial,Isolado,Isolado Brejinho
BREJO DA MADRE DE DEUS,2602605,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Brejo da Madre de Deus,Não_monitorado,Açude Santana I,Superficial,Isolado,Isolado Brejo da Madre de Deus
BREJO DA MADRE DE DEUS,2602605,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Brejo da Madre de Deus,Não_monitorado,Açude Santana II,Superficial,Isolado,Isolado Brejo da Madre de Deus
BUÍQUE,2602803,PE,VALE DO IPANEMA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Buíque,12286,Açude Mulungu,Superficial,Isolado,Isolado Buique
CABROBÓ,2603009,PE,PETROLINA,SÃO FRANCISCO PERNAMBUCANO,PERNAMBUCO,Cabrobó,Não_monitorado,Rio São Francisco,Superficial,Isolado,Isolado Cabrobó
CACHOEIRINHA,2603108,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Cachoeirinha,12050,Açude Belo Jardim (Barragem Ipojuca),Superficial,Integrado,Integrado Bitury
CACHOEIRINHA,2603108,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Cachoeirinha,12170,Açude Eng. S Guerra (Bitury),Superficial,Integrado,Integrado Bitury
CACHOEIRINHA,2603108,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Cachoeirinha,12495,Barragem Taboquinhas (Riacho Tabocas),Superficial,Integrado,Integrado Bitury
CAETÉS,2603207,PE,GARANHUNS,AGRESTE PERNAMBUCANO,PERNAMBUCO,Caetés,Não_monitorado,Barragem Capoeiras,Superficial,Integrado,Integrado Caetés/Capoeiras
CAETÉS,2603207,PE,GARANHUNS,AGRESTE PERNAMBUCANO,PERNAMBUCO,Caetés,Não_monitorado,Barragem do Curjão,Superficial,Integrado,Integrado Caetés/Capoeiras
CALÇADO,2603306,PE,GARANHUNS,AGRESTE PERNAMBUCANO,PERNAMBUCO,Calçado,Não_monitorado,Barragem Santa Rita (Jupi),Superficial,Isolado,Isolado Calçado
CALUMBI,2603405,PE,PAJEÚ,SERTÃO PERNAMBUCANO,PERNAMBUCO,Calumbi,Não_monitorado,2 Poços Calumbi,Subterrâneo,Isolado,Isolado Calumbi
CAMOCIM DE SÃO FÉLIX,2603504,PE,BREJO PERNAMBUCANO,AGRESTE PERNAMBUCANO,PERNAMBUCO,Camocim de São Félix,Não_monitorado,Barragem Cachoeira do Galo,Superficial,Isolado,Isolado Camocim de São Félix
CAMOCIM DE SÃO FÉLIX,2603504,PE,BREJO PERNAMBUCANO,AGRESTE PERNAMBUCANO,PERNAMBUCO,Camocim de São Félix,Não_monitorado,Barragem Poço da Areia,Superficial,Isolado,Isolado Camocim de São Félix
CANHOTINHO,2603702,PE,GARANHUNS,AGRESTE PERNAMBUCANO,PERNAMBUCO,Canhotinho,Não_monitorado,Açude Garrote,Superficial,Isolado,Isolado Canhotinho
CAPOEIRAS,2603801,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Capoeiras,Não_monitorado,Barragem Capoeiras,Superficial,Integrado,Integrado Caetés/Capoeiras
CAPOEIRAS,2603801,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Capoeiras,Não_monitorado,Barragem do Curjão,Superficial,Integrado,Integrado Caetés/Capoeiras
CARNAÍBA,2603900,PE,PAJEÚ,SERTÃO PERNAMBUCANO,PERNAMBUCO,Carnaíba,12123,Açude Chinelo,Superficial,Isolado,Isolado Carnaíba
CARNAUBEIRA DA PENHA,2603926,PE,ITAPARICA,SÃO FRANCISCO PERNAMBUCANO,PERNAMBUCO,Carnaubeira da Penha,Não_monitorado,2 Poços Carnaubeira da Penha,Subterrâneo,Isolado,Isolado Carnaubeira da Penha
CARUARU,2604106,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Caruaru,12071,Açude Brejo do Buraco,Superficial,Integrado,Integrado Prata-Camevô - Caruaru
CARUARU,2604106,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Caruaru,12072,Açude Brejo dos Coelhos,Superficial,Integrado,Integrado Prata-Camevô - Caruaru
CARUARU,2604106,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Caruaru,12243,Açude Jucazinho,Superficial,Integrado,Integrado Prata-Camevô - Caruaru
CARUARU,2604106,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Caruaru,Não_monitorado,Açude Prata,Superficial,Integrado,Integrado Prata-Camevô - Caruaru
CARUARU,2604106,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Caruaru,Não_monitorado,Barragem Jaime Nejaim,Superficial,Integrado,Integrado Prata-Camevô - Caruaru
CARUARU,2604106,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Caruaru,Não_monitorado,Barragem Serra dos Cavalos,Superficial,Integrado,Integrado Prata-Camevô - Caruaru
CARUARU,2604106,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Caruaru,Não_monitorado,Rio Camevô,Superficial,Integrado,Integrado Prata-Camevô - Caruaru
CASINHAS,2604155,PE,ALTO CAPIBARIBE,AGRESTE PERNAMBUCANO,PERNAMBUCO,Casinhas,12243,Açude Jucazinho,Superficial,Integrado,Integrado Jucazinho
CEDRO,2604304,PE,SALGUEIRO,SERTÃO PERNAMBUCANO,PERNAMBUCO,Cedro,12045,Barragem Barrinha,Superficial,Isolado,Isolado Cedro
CEDRO,2604304,PE,SALGUEIRO,SERTÃO PERNAMBUCANO,PERNAMBUCO,Cedro,Não_monitorado,Poços Cedro,Subterrâneo,Isolado,Isolado Cedro
CHÃ GRANDE,2604502,PE,VITÓRIA DE SANTO ANTÃO,MATA PERNAMBUCANA,PERNAMBUCO,Chã Grande,Não_monitorado,Barragem Macacos,Superficial,Isolado,Isolado Chã Grande
CHÃ GRANDE,2604502,PE,VITÓRIA DE SANTO ANTÃO,MATA PERNAMBUCANA,PERNAMBUCO,Chã Grande,Não_monitorado,Barragem Siriquita,Superficial,Isolado,Isolado Chã Grande
CORRENTES,2604700,PE,GARANHUNS,AGRESTE PERNAMBUCANO,PERNAMBUCO,Correntes,Não_monitorado,Barragem Riacho Correntes,Superficial,Isolado,Isolado Correntes
CUMARU,2604908,PE,MÉDIO CAPIBARIBE,AGRESTE PERNAMBUCANO,PERNAMBUCO,Cumaru,12243,Açude Jucazinho,Superficial,Integrado,Integrado Jucazinho
CUPIRA,2605004,PE,BREJO PERNAMBUCANO,AGRESTE PERNAMBUCANO,PERNAMBUCO,Cupira,Não_monitorado,Açude Cajueiro,Superficial,Integrado,Integrado Cajueiro - Cupira
CUPIRA,2605004,PE,BREJO PERNAMBUCANO,AGRESTE PERNAMBUCANO,PERNAMBUCO,Cupira,Não_monitorado,Barragem São Jorge,Superficial,Integrado,Integrado Cajueiro - Cupira
CUSTÓDIA,2605103,PE,SERTÃO DO MOXOTÓ,SERTÃO PERNAMBUCANO,PERNAMBUCO,Custódia,12273,Barragem Marrecos,Superficial,Isolado,Isolado Custódia
CUSTÓDIA,2605103,PE,SERTÃO DO MOXOTÓ,SERTÃO PERNAMBUCANO,PERNAMBUCO,Custódia,Não_monitorado,Poços Flores,Subterrâneo,Integrado,Integrado Custódia/Flores
DORMENTES,2605152,PE,PETROLINA,SÃO FRANCISCO PERNAMBUCANO,PERNAMBUCO,Dormentes,Não_monitorado,Barragem Sobradinho (R3 da CODEVASF),Superficial,Integrado,Integrado Afrânio - Dormentes
EXU,2605301,PE,ARARIPINA,SERTÃO PERNAMBUCANO,PERNAMBUCO,Exu,Não_monitorado,"Fonte Gameleira, Fonte Tabocas, 2 Poços",Subterrâneo,Isolado,Isolado Exu
EXU,2605301,PE,ARARIPINA,SERTÃO PERNAMBUCANO,PERNAMBUCO,Exu,Não_monitorado,Rio São Francisco,Superficial,Integrado,Integrado do Oeste/Luiz Gonzaga
FLORES,2605608,PE,PAJEÚ,SERTÃO PERNAMBUCANO,PERNAMBUCO,Flores,Não_monitorado,Poços Flores,Subterrâneo,Integrado,Integrado Custódia/Flores
FLORESTA,2605707,PE,ITAPARICA,SÃO FRANCISCO PERNAMBUCANO,PERNAMBUCO,Floresta,Não_monitorado,Rio São Francisco,Superficial,Isolado,Isolado Floresta
FREI MIGUELINHO,2605806,PE,ALTO CAPIBARIBE,AGRESTE PERNAMBUCANO,PERNAMBUCO,Frei Miguelinho,12243,Açude Jucazinho,Superficial,Integrado,Integrado Jucazinho
GARANHUNS,2606002,PE,GARANHUNS,AGRESTE PERNAMBUCANO,PERNAMBUCO,Garanhuns,12211,Barragem Inhumas,Superficial,Integrado,Integrado Garanhuns /São João
GARANHUNS,2606002,PE,GARANHUNS,AGRESTE PERNAMBUCANO,PERNAMBUCO,Garanhuns,Não_monitorado,Barragem Mundau,Superficial,Integrado,Integrado Garanhuns /São João
GRANITO,2606309,PE,ARARIPINA,SERTÃO PERNAMBUCANO,PERNAMBUCO,Granito,Não_monitorado,Poços Granito,Subterrâneo,Isolado,Isolado Granito
GRANITO,2606309,PE,ARARIPINA,SERTÃO PERNAMBUCANO,PERNAMBUCO,Granito,Não_monitorado,Rio São Francisco,Superficial,Integrado,Integrado do Oeste/Luiz Gonzaga
GRAVATÁ,2606408,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Gravatá,Não_monitorado,Açude Brejão,Superficial,Integrado,Integrado Bezerros - Gravatá
GRAVATÁ,2606408,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Gravatá,12243,Açude Jucazinho,Superficial,Integrado,Integrado Bezerros - Gravatá
GRAVATÁ,2606408,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Gravatá,Não_monitorado,Açude Riacho Clíper,Superficial,Isolado,Isolado Gravatá
GRAVATÁ,2606408,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Gravatá,Não_monitorado,Barragem Amaraji,Superficial,Isolado,Isolado Gravatá
GRAVATÁ,2606408,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Gravatá,Não_monitorado,Barragem Boa Vista (Sairé),Superficial,Integrado,Integrado Bezerros - Gravatá
GRAVATÁ,2606408,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Gravatá,Não_monitorado,Barragem Brejinho,Superficial,Isolado,Isolado Gravatá
GRAVATÁ,2606408,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Gravatá,Não_monitorado,Barragem Vertentes,Superficial,Isolado,Isolado Gravatá
GRAVATÁ,2606408,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Gravatá,Não_monitorado,Rio Sirinhaém,Superficial,Integrado,Integrado Bezerros - Gravatá
IATI,2606507,PE,GARANHUNS,AGRESTE PERNAMBUCANO,PERNAMBUCO,Iati,Não_monitorado,Fonte Campo Sujo,Subterrâneo,Isolado,Isolado Iati
IATI,2606507,PE,GARANHUNS,AGRESTE PERNAMBUCANO,PERNAMBUCO,Iati,Não_monitorado,Fonte da Serra,Subterrâneo,Isolado,Isolado Iati
IATI,2606507,PE,GARANHUNS,AGRESTE PERNAMBUCANO,PERNAMBUCO,Iati,Não_monitorado,Fonte Sítio Paulo André,Subterrâneo,Isolado,Isolado Iati
IBIMIRIM,2606606,PE,SERTÃO DO MOXOTÓ,SERTÃO PERNAMBUCANO,PERNAMBUCO,Ibimirim,Não_monitorado,Poços Ibimirim,Subterrâneo,Isolado,Isolado Ibimirim
IBIRAJUBA,2606705,PE,BREJO PERNAMBUCANO,AGRESTE PERNAMBUCANO,PERNAMBUCO,Ibirajuba,Não_monitorado,Barragem Maracujá,Superficial,Integrado,Integrado Ibirajuba - Altinho
IBIRAJUBA,2606705,PE,BREJO PERNAMBUCANO,AGRESTE PERNAMBUCANO,PERNAMBUCO,Ibirajuba,Não_monitorado,Barragem Monde,Superficial,Integrado,Integrado Ibirajuba - Altinho
IGUARACI,2606903,PE,PAJEÚ,SERTÃO PERNAMBUCANO,PERNAMBUCO,Iguaraci,12383,Açude Rosário - PE,Superficial,Isolado,Isolado Iguaraci
INAJÁ,2607000,PE,SERTÃO DO MOXOTÓ,SERTÃO PERNAMBUCANO,PERNAMBUCO,Inajá,Não_monitorado,Poços Inajá,Subterrâneo,Isolado,Isolado Inajá
INGAZEIRA,2607109,PE,PAJEÚ,SERTÃO PERNAMBUCANO,PERNAMBUCO,Ingazeira,12383,Açude Rosário - PE,Superficial,Isolado,Isolado Ingazeira
IPUBI,2607307,PE,ARARIPINA,SERTÃO PERNAMBUCANO,PERNAMBUCO,Ipubi,Não_monitorado,Rio São Francisco,Superficial,Integrado,Integrado do Oeste
ITACURUBA,2607406,PE,ITAPARICA,SÃO FRANCISCO PERNAMBUCANO,PERNAMBUCO,Itacuruba,Não_monitorado,Rio São Francisco,Superficial,Isolado,Isolado Itacuruba
ITAÍBA,2607505,PE,VALE DO IPANEMA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Itaíba,Não_monitorado,Poços de Tupanatinga,Subterrâneo,Integrado,Integrado Tupanatinga/ Itaíba
ITAPETIM,2607703,PE,PAJEÚ,SERTÃO PERNAMBUCANO,PERNAMBUCO,Itapetim,12057,Barragem Boa Vista - PE,Superficial,Isolado,Isolado Itapetim
ITAPETIM,2607703,PE,PAJEÚ,SERTÃO PERNAMBUCANO,PERNAMBUCO,Itapetim,Não_monitorado,Barragem Rio Caramucuqui,Superficial,Isolado,Isolado Itapetim
JATAÚBA,2608008,PE,VALE DO IPOJUCA,AGRESTE PERNAMBUCANO,PERNAMBUCO,Jataúba,Não_monitorado,Açude Sítio da Luíza,Superficial,Isolado,Isolado Jataúba
JATOBÁ,2608057,PE,ITAPARICA,SÃO FRANCISCO PERNAMBUCANO,PERNAMBUCO,Jatobá,Não_monitorado,Açude Lago Moxotó,Superficial,Isolado,Isolado Jatobá - PE
JOÃO ALFREDO,2608107,PE,MÉDIO CAPIBARIBE,AGRESTE PERNAMBUCANO,PERNAMBUCO,João Alfredo,Não_monitorado,Açude Canguengo,Superficial,Isolado,Isolado João Alfredo
JOÃO ALFREDO,2608107,PE,MÉDIO CAPIBARIBE,AGRESTE PERNAMBUCANO,PERNAMBUCO,João Alfredo,12305,Açude Palmeirinha (Pedra Fina),Superficial,Integrado,Integrado Palmeirinha
JUCATI,2608255,PE,GARANHUNS,AGRESTE PERNAMBUCANO,PERNAMBUCO,Jucati,Não_monitorado,Açude Jucati,Superficial,Isolado,Isolado Jucati
JUPI,2608305,PE,GARANHUNS,AGRESTE PERNAMBUCANO,PERNAMBUCO,Jupi,Não_monitorado,Barragem Santa Rita (Jupi),Superficial,Isolado,Isolado Jupi
JUREMA,2608404,PE,GARANHUNS,AGRESTE PERNAMBUCANO,PERNAMBUCO,Jurema,Não_monitorado,Açude Riacho Banheiro,Superficial,Isolado,Isolado Jurema
